White House economic adviser Larry Kudlow on Thursday said talks were continuing on a possible COVID-19 aid deal but that larger policy differences with Democrats were unlikely to be resolved with the Nov. 3 election less than two weeks away.,Politics
The U.S. Senate Judiciary Committee voted to subpoena the chief executives of Twitter and Facebook after the social media platforms decided to block stories from the New York Post that made claims about Democratic presidential candidate Joe Biden's son.,Politics
"Democratic U.S. presidential nominee Joe Biden said that if elected he would put together a bipartisan commission of scholars to examine reforming a federal judiciary he called ""out of whack,"" noting that there are alternatives to consider besides expanding the Supreme Court.",Politics
"The U.S. Justice Department's nascent antitrust case against Google will get the attention it needs to succeed if Democrat Joe Biden wins the U.S. presidency next month, antitrust experts said.",Politics
"Russia and Iran's alleged attempted election interference appears to have involved two to three U.S. cities and counties and affected a ""small amount of information,"" U.S. National Security Adviser Robert O'Brien said on Thursday.",Politics
-President Donald Trump has a final shot at making his case for re-election before a vast audience of Americans when he faces off against challenger Joe Biden in the last televised debate before Election Day.,Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
U.S. Director of National Intelligence John Ratcliffe said on Wednesday that Russia and Iran have both tried to interfere with the 2020 presidential election.,Politics
"The Kremlin on Thursday denied allegations from the United States that it had tried to interfere with the 2020 presidential election, calling accusations of hacking unfounded.",Politics
Former President Barack Obama returned to the campaign trail on Wednesday with a blistering attack on Donald Trump with less than two weeks to go before the Republican president's Election Day face-off with Democratic nominee Joe Biden.,Politics
U.S. Republicans scored legal victories on Wednesday when a Supreme Court ruling allowed Alabama to ban curbside voting and an Iowa court upheld a law that makes it harder to fix problems with absentee ballot requests ahead of the Nov. 3 presidential election.,Politics
"High-level negotiations on a new coronavirus aid bill faced a setback on Wednesday when President Donald Trump accused Democrats of being unwilling to craft an acceptable compromise, despite reports of some progress earlier in the day.",Politics
"White House economic adviser Larry Kudlow said on Wednesday it was a ""sunny, optimistic"" morning in terms of negotiations on a coronavirus relief bill with House of Representatives' Democratic leaders.",Politics
"U.S. House Speaker Nancy Pelosi on Wednesday said there was still the prospect for a deal on further COVID-19 relief despite resistance from Senate Republicans, adding that she was optimistic an agreement would be reached even as it was unclear whether it could pass before the election.",Politics
"U.S. Senate Republicans pledged to go ahead with a vote on Thursday on President Donald Trump's Supreme Court nominee, Amy Coney Barrett, despite Judiciary Committee Democrats pledging to boycott a proceeding that they called ""a sham.""",Politics
"U.S. President Donald Trump's bank account in China raises serious national security concerns, U.S. House of Representatives Speaker Nancy Pelosi said on Wednesday following a New York Times report revealing the previously undisclosed account.",Politics
"A U.S. judge said he will consider without hearing arguments whether to excuse President Donald Trump from a defamation lawsuit by a former Elle magazine columnist, after the coronavirus pandemic unexpectedly derailed the government from presenting its case on Wednesday.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"Democratic U.S. Senate candidate Mark Kelly's lead over Arizona Republican incumbent Martha McSally appeared to narrow in a race that could determine whether Republicans lose control of the Senate, a Reuters/Ipsos poll showed on Wednesday.",Politics
"With less than two weeks to go until Election Day, former President Barack Obama makes his debut on the 2020 campaign trail to stump for his former vice president, Democrat Joe Biden.",Politics
"Fraudsters from Albania to Vietnam are posting about U.S. politics and the upcoming presidential election to build fake audiences, maximise clicks and make money online, Facebook Inc said on Wednesday.",Politics
"President Donald Trump said on Wednesday he did not see any way House Speaker Nancy Pelosi and Senate Democratic leader Chuck Schumer ""will be willing to do what is right for our great American workers, or our wonderful USA itself, on Stimulus.""",Politics
A group of U.S. Republican senators asked the Environmental Protection Agency on Wednesday to consider a general waiver that would prevent an increase in biofuel blending obligations next year for oil refiners hit by a collapse in fuel demand because of the coronavirus pandemic.,Politics
"U.S. Democratic presidential candidate Joe Biden's campaign entered the final stretch of the race with a large cash advantage over President Donald Trump, disclosures filed with the Federal Election Commission showed on Tuesday.",Politics
"The Supreme Court's deadlock this week in a key election case illustrates the power President Donald Trump's nominee Amy Coney Barrett could wield and reveals why Republicans are hurrying to install her as a justice, Democrats said on Wednesday in their latest pitch to block her U.S. Senate confirmation.",Politics
"The White House and Democratic lawmakers are closer to an agreement on coronavirus relief legislation after talks on Wednesday between House Speaker Nancy Pelosi and Treasury Secretary Steven Mnuchin, Pelosi's spokesman said in a statement.",Politics
"In the run-up to the U.S. vote in November, social media companies like Facebook Inc and Twitter have announced new rules for various post-election scenarios.",Politics
The U.S. Senate Commerce Committee on Wednesday sent letters to Facebook and Twitter asking the companies to disclose any interactions they have had with presidential candidates Donald Trump and Joe Biden or their campaigns.,Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"There are a number of differences between the White House and Democrats in Congress on coronavirus relief but President Donald Trump is ""willing to lean into"" working toward an agreement, White House Chief of Staff Mark Meadows said on Wednesday.",Politics
A higher risk of a split U.S. Congress and a contested election is being factored into some market analysts' models after some odds on the Presidential election have shown a narrowing.,Politics
"Lawyers at Jones Day, which has earned millions as outside counsel to U.S. President Donald Trump's re-election campaign, have donated nearly $90,000 to the campaign committee of Trump's Democratic rival Joe Biden. Contributions to the Trump campaign by Jones Day lawyers totaled just $50, records show.",Politics
Federal prosecutors on Wednesday charged a Maryland man with threatening Democratic presidential candidate Joe Biden and running mate Kamala Harris in a letter left on the doorstep of a someone with a yard sign supporting their campaign.,Politics
House Speaker Nancy Pelosi said Wednesday she expects Democrats to increase their majority in the U.S. House of Representatives in the Nov. 3 elections.,Politics
"Iowa resident LeAnne Putman-Thomas has watched her country pursue wars, endure recessions and elect its first Black president. Yet the 53-year-old never felt compelled to vote.",Politics
"White House Chief of Staff Mark Meadows said on Wednesday the biggest sticking point in coronavirus relief negotiations remains funding for state and local governments, but added that progress has been made toward a deal.",Politics
"President Donald Trump campaigned in the crucial battleground state of Pennsylvania on Tuesday, telling supporters he needed a second term in the White House to ensure a successful recovery from the novel coronavirus pandemic and its economic fallout.",Politics
"Republican Senator Thom Tillis of North Carolina pulled even with his Democratic challenger, and in Michigan, the Republican candidate for a U.S. Senate seat cut into the Democratic incumbent's lead, Reuters/Ipsos polls showed on Tuesday.",Politics
"A U.S. federal appeals court on Tuesday left in place North Carolina's plan for counting absentee ballots that arrive after Election Day, dealing a setback to President Donald Trump's re-election campaign.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"As Americans go to the polls, some of the more influential observers of the election process will be the agencies that determine the country's credit rating.",Politics
The White House and Democrats in the U.S. Congress moved closer to agreement on a new coronavirus relief package on Tuesday as President Donald Trump said he was willing to accept a large aid bill despite opposition from his own Republican Party.,Politics
U.S. House Speaker Nancy Pelosi on Tuesday said she was optimistic Democrats could reach a deal with the Trump administration on additional COVID-19 relief that could get aid out by early next month.,Politics
"The moderator of the final debate between U.S. President Donald Trump and his Democratic rival Joe Biden will be able to press a ""mute"" button, allowing each candidate to speak uninterrupted to avoid the chaos of their first televised face-off. Trump says he will he participate but insists the new rule is unfair.",Politics
"A key source for the private investigator's report suggesting links between Donald Trump's 2016 presidential campaign and Russia told Reuters on Tuesday he is not a Russian agent, contradicting two of Trump's congressional allies.",Politics
"A U.S. judge on Tuesday ordered the release of a deposition that British socialite Ghislaine Maxwell gave in 2016 related to her dealings with the late financier Jeffrey Epstein, and which she had fought to keep under wraps.",Politics
"Republicans are running short of time, money and options to stop Democrats from winning a majority of seats in the U.S. Senate, and with them full control of Congress, in an election that is now only two weeks away.",Politics
"U.S. House Speaker Nancy Pelosi and Treasury Secretary Steven Mnuchin moved closer to an agreement on a fresh coronavirus relief package during a 45-minute talk on Tuesday, Pelosi's spokesman Drew Hammill said on Twitter.",Politics
U.S. House of Representatives Speaker Nancy Pelosi on Tuesday said she hoped progress can be accomplished on a coronavirus aid deal by the end of this week.,Politics
"Democratic presidential candidate Joe Biden maintained a lead over President Donald Trump in Michigan and the two candidates remained statistically tied in North Carolina, Reuters/Ipsos opinion polls showed on Tuesday.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
Automakers are gearing up for tough new vehicle emissions rules and policies favoring electric vehicles if Democratic presidential candidate Joe Biden wins the White House.,Politics
"New York City will deploy hundreds of additional police officers eight days prior to the Nov. 3 presidential election as a precaution given the country's deep political divisions, the city's highest-ranking uniformed officer said on Tuesday.",Politics
"This year's election year battle for control of the U.S. Senate is intensifying, as voter disaffection for President Donald Trump's response to the COVID-19 pandemic weighs on a growing number of Senate races in the South and Midwest.",Politics
"President Donald Trump called coronavirus expert Anthony Fauci a ""disaster"" on Monday, airing his frustration with the scientist during a call meant to reassure campaign staff he has a path to election victory on Nov. 3, despite trailing in opinion polls.",Politics
Asylum seekers waiting in Mexico for months for U.S. court hearings expressed cautious optimism on Monday that the Supreme Court could overturn a hardline immigration program that has left thousands stranded in dangerous border towns.,Politics
The Democratic party's sprawling presidential primary last spring offered a wide-open debate on economic policy ranging from the merits of wealth taxes and other ways to ease U.S. economic inequality to aggressive proposals for reducing reliance on fossil fuels.,Politics
"U.S. presidents are chosen by electors, party loyalists who pledge to vote for their candidate once their state's voters have made their selection clear. The polarized climate in the United States has heightened the risk that ""faithless"" electors may break that promise to voters, however, increasing the possibility of confusion around this year's result.",Politics
"The final debate between President Donald Trump and Democratic rival Joe Biden will feature a mute button to allow each candidate to speak uninterrupted, organizers said on Monday, looking to avoid the disruptions that marred the first matchup.",Politics
A U.S. appeals court on Monday dealt Ghislaine Maxwell a blow by refusing to block the release of a deposition she gave concerning her relationship with the late financier and registered sex offender Jeffrey Epstein.,Politics
President Donald Trump said on Monday he will participate in a debate with former Vice President Joe Biden on Thursday despite conditions that he considers unfair.,Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"Exxon Mobil Corp said there had been no phone call between its chief executive, Darren Woods, and President Donald Trump after the president invoked the company's name at a rally in Arizona on Monday when he said he could raise more money than his Democratic rival Joe Biden.",Politics
"Montana's top federal prosecutor is urging voters to tread carefully before voting to legalize recreational marijuana, taking the unusual step of jumping into a political debate about a ballot initiative in the weeks before the election.",Politics
"A decade-long Republican campaign to weaken the U.S. consumer watchdog's independence is set to backfire if Democrat Joe Biden wins the presidential election, by handing him the power to swiftly replace the agency's director with a consumer champion, nearly a dozen lawyers, lobbyists and policy experts said.",Politics
"While Democratic presidential nominee Joe Biden is unlikely to prioritize a financial industry crackdown if he wins on Nov. 3, he is expected to take a much tougher line than Trump and his former boss President Barack Obama.",Politics
Early voting for the U.S. election kicks off in the battleground state of Florida with a record 28 million nationwide ballots already cast and just over two weeks remaining in the race for the White House.,Politics
"President Donald Trump appeared to cut into Democratic rival Joe Biden's lead in Pennsylvania, one of the election's most important battlegrounds, but Biden maintained a solid lead in Wisconsin, Reuters/Ipsos opinion polls showed on Monday.",Politics
"The U.S. Supreme Court on Monday allowed an extension of the deadline for mail-in absentee ballots in Pennsylvania for the Nov. 3 elections, declining a Republican request to block a lower court's ruling that gave voters more time.",Politics
"President Donald Trump and Democratic nominee Joe Biden will have their microphones muted for parts of their final debate on Thursday to allow each U.S. presidential candidate a block of uninterrupted time to speak, according to the group sponsoring the debate.",Politics
"Tanya Wojciak, a lifelong Republican and suburban mom from northeast Ohio, is the kind of battleground state voter President Donald Trump can't afford to lose - but already has.",Politics
"U.S. President Donald Trump is assuring a bumper year for farmers as the Nov. 3 election approaches, with record government subsidies projected to make up more than a third of farm income in 2020.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
U.S. President Donald Trump said on Monday he would test for the coronavirus before the next presidential debate with Democratic candidate Joe Biden this week.,Politics
"The White House is ""cautiously optimistic"" that Democratic House of Representatives Speaker Nancy Pelosi may be moving toward making a deal on a new coronavirus stimulus bill, a spokeswoman said on Monday.",Politics
The U.S. Supreme Court on Monday agreed to hear an appeal by President Donald Trump's administration of a ruling that he overstepped his constitutional powers by diverting military funds to pay for his promised wall along the U.S.-Mexico border.,Politics
"The U.S. Supreme Court on Monday agreed to decide the legality of one of President Donald Trump's hardline immigration policies that has forced tens of thousands of migrants along the southern border to wait in Mexico, rather than entering the United States, while their asylum claims are processed.",Politics
House Speaker Nancy Pelosi said on Sunday that differences remained with President Donald Trump's administration on a wide-ranging coronavirus relief package but that she was optimistic legislation could be pushed through before Election Day.,Politics
"Both sides in the U.S. presidential election are clashing in court over rules and procedures ahead of the Nov. 3 vote, as the coronavirus pandemic prompts hundreds of lawsuits over how people can cast their ballot.",Politics
"President Donald Trump implored supporters in Nevada on Sunday to cast ballots early in a state he narrowly lost in 2016, while Democrat Joe Biden urged North Carolina residents to ""go vote today,"" as the final presidential debate looms later this week.",Politics
"With less than three weeks until the U.S. presidential election, European capitals are concerned about the risk of a disputed outcome and the impact it would have in the United States and abroad.",Politics
Thousands marched to the U.S. Supreme Court in Washington on Saturday to commemorate the late Justice Ruth Bader Ginsburg and protest President Donald Trump's rush to push through Amy Coney Barrett as her replacement.,Politics
"The U.S. Centers for Disease Control and Prevention (CDC) on Sunday reported 8,081,489 cases of the new coronavirus, an increase of 53,157 from its previous count, and said the number of deaths had risen by 593 to 218,511.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"Twitter on Sunday removed a ""misleading"" tweet downplaying the efficacy of masks posted by a top coronavirus adviser to President Donald Trump, while U.S. cases surged before the Nov. 3 election.",Politics
"Michigan Governor Gretchen Whitmer on Sunday said U.S. President Donald Trump's criticism of her at a rally was ""incredibly disturbing"" after he called her ""dishonest"" and drew shouts of ""lock her up"" from the crowd.",Politics
The two dozen students who signed up for air pollution expert James Goldstene's advanced environmental studies class all say they are deeply passionate about fighting climate change.,Politics
"U.S. President Donald Trump, who played down the coronavirus pandemic from its onset, criticized Michigan's Democratic Governor Gretchen Whitmer on Saturday for her policies to curb the outbreak, drawing shouts of ""lock her up"" from a rally crowd.",Politics
The U.S. Senate will vote on Wednesday on a $300 billion Senate Republican coronavirus relief bill that is far below the estimated $2 trillion that Democrats have demanded.,Politics
"(This Oct 16 story restores dropped words in first paragraph to say tens of thousands of pages, not tens of pages; corrects fourth paragraph to say 185,000 pages remaining, not published annually)",Politics
"U.S. President Donald Trump on Saturday attacked a longtime congressional critic who warned this week that his handling of the coronavirus pandemic and authoritarian leaders could cause a ""Republican bloodbath in the Senate"" in the Nov. 3 elections.",Politics
"Republican U.S. Senator David Perdue appeared to mock Kamala Harris at a rally for President Donald Trump in the battleground state of Georgia on Friday, repeatedly mispronouncing the vice presidential nominee's name.",Politics
"U.S. President Donald Trump sought to boost his standing in the battleground state of Florida on Friday by reaching out to seniors, while rival Joe Biden blasted Trump's response to the coronavirus pandemic on a tour of the swing state of Michigan.",Politics
"Former Vice President Joe Biden won a TV ratings battle with President Donald Trump as the two held competing town halls with voters just weeks ahead of the Nov. 3 election, according to Nielsen ratings data released on Friday.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"U.S. President Donald Trump approved California's request for additional wildfire recovery relief, reversing his administration's earlier denial after intervention from the state's governor and a key Republican lawmaker.",Politics
"Twitter Inc on Friday confirmed it reversed its decision to block links to a New York Post article about Democratic presidential candidate Joe Biden's son, despite reaffirming the ban late on Thursday.",Politics
"Shares of gun makers have been gaining ground as Democratic candidate Joe Biden leads polls, and if he wins the presidential election in November there are expectations of a renewed surge in gun sales that could drive shares even higher.",Politics
U.S. House Speaker Nancy Pelosi said on Friday that she would probably talk to Treasury Secretary Steven Mnuchin over the weekend for the latest round of negotiations on coronavirus relief.,Politics
"U.S. Attorney General William Barr expressed confidence on Friday that the Trump administration's law enforcement commission will publish its report on police reform soon, even though a federal judge temporarily blocked the work of the commission earlier this month.",Politics
Five men suspected of plotting to kidnap Michigan Governor Gretchen Whitmer were being held without bail on Friday and were ordered to face a grand jury trial on federal charges that could land them in prison for life if convicted.,Politics
"Former President Barack Obama is scheduled to campaign for Democratic presidential candidate Joe Biden in Philadelphia next week ahead of the Nov. 3 election against President Donald Trump, the Biden campaign said.",Politics
"A whistleblower and former official at the U.S. Department of Homeland Security, who alleges he was pressured to stop providing assessments of Russian electoral interference, will likely not be deposed by Congress before the Nov. 3 elections, his lawyer said on Friday.",Politics
"""You have to thank Trump"" posters in Hebrew suddenly started appearing on minibuses in Tel Aviv this week, as Republican ads brought the race for the White House onto the streets of Israel.",Politics
Democratic consumers gained ground on their Republican counterparts in their assessment of the economic outlook in early October as the race for the White House that appears increasingly to favor their candidate enters its final stretch.,Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"In the United States, a candidate becomes president by securing the most “electoral” votes rather than winning a majority of the national popular vote. Known as the Electoral College, the system allots electors to the 50 states and the District of Columbia largely based on their population.",Politics
"U.S. Energy Secretary Dan Brouillette was returning to Washington on Friday, cutting short a trip to the Midwest after two of his security aides tested positive for the coronavirus, a Department of Energy spokeswoman said.",Politics
"California Republican Party leaders, egged on by President Donald Trump, vowed on Wednesday to keep collecting ballots that voters deliver to party-furnished drop boxes in churches, gun shops and campaign offices, a practice they defended as perfectly legal.",Politics
Democratic presidential candidate Joe Biden kept his options open on Thursday when asked if he would add judges to the Supreme Court to balance the 6-3 conservative majority that would likely take hold if President Donald Trump's third nominee is confirmed.,Politics
"President Donald Trump is lagging his Democratic challenger Joe Biden in fundraising in the final weeks before the Nov. 3 election, according to figures released by his campaign manager.",Politics
-President Donald Trump and his Democratic rival Joe Biden return to the campaign trail with visits to three battleground states after clashing from afar in dueling televised town halls.,Politics
"Alphabet Inc's Google said on Friday it was introducing new features across its search engine, Maps and voice assistant to help voters in the United States find their nearest voting locations.",Politics
"The two largest U.S. energy firms, Chevron Corp and Exxon Mobil Corp , have increased their share of campaign donations to Democrats this year, according to latest filings, amid a looming battle over fracking.",Politics
"U.S. President Donald Trump's re-election campaign's Twitter account was briefly restricted on Thursday, causing an outcry from Republican lawmakers who accused social media companies of acting like ""speech police"" and vowing to hold Twitter responsible.",Politics
"Four Democratic U.S. senators on Thursday sent a letter to Amazon.com Inc's Chief Executive Jeff Bezos, demanding answers over its alleged moves to track and monitor employees and limit efforts to form unions.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"Democratic candidates running for the U.S. Senate in nine hotly contested races amassed more than $240 million in contributions during the third quarter, leaving their Republican opponents far behind in fundraising as the campaign entered its final weeks.",Politics
"Democratic presidential candidate Joe Biden on Thursday criticized what he called President Donald Trump's ""panicked"" response to the coronavirus pandemic, while Trump defended his handling of a crisis that has killed more than 216,000 Americans.",Politics
"U.S. Democratic vice presidential nominee Kamala Harris canceled travel plans through Sunday as a precaution after one of her staff members tested positive for COVID-19, the Biden campaign said in a statement.",Politics
"The Republican-led U.S. Senate on Thursday moved a step closer to confirming President Donald Trump's U.S. Supreme Court choice Amy Coney Barrett, with the Judiciary Committee scheduling an Oct. 22 vote on her nomination despite Democratic objections.",Politics
"Four years ago, U.S. President Donald Trump rode a wave of late-deciding voters to a shocking election victory. But those voters are unlikely to rescue him again, new Reuters/Ipsos polling shows.",Politics
"Democratic presidential candidate Joe Biden tested negative for the coronavirus on Thursday, his campaign said in a statement, after Biden flew earlier this week with a person who subsequently tested positive.",Politics
"A former fundraiser for U.S. President Donald Trump is expected to plead guilty next week to charges of illegally lobbying Trump to drop an investigation into a massive Malaysian embezzlement scandal, according to court documents filed Thursday.",Politics
"President Donald Trump on Thursday said he is willing to raise his offer of $1.8 trillion for a COVID-19 relief deal with Democrats in the U.S. Congress, but the idea was shot down by his fellow Republican, Senate Majority Leader Mitch McConnell.",Politics
The U.S. Senate Commerce Committee will hold a Nov. 10 hearing on the nomination of a senior government official to join the Federal Communications Commission (FCC) after President Donald Trump urged speedy action.,Politics
A recently retired federal prosecutor in California on Thursday became the third career Justice Department official to claim in a recent newspaper letter or op-ed that Attorney General William Barr has politicized the department.,Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"U.S. Treasury Secretary Steven Mnuchin told House Speaker Nancy Pelosi that President Donald Trump would ""weigh in"" with Senate Republican leader Mitch McConnell if a deal on a coronavirus stimulus package is reached, Pelosi's spokesman said in a series of posts on Twitter.",Politics
The U.S. Senate Judiciary Committee is moving to subpoena Twitter's Chief Executive Jack Dorsey after the social media platform decided to block stories from the New York Post that made claims about Democratic presidential candidate Joe Biden’s son.,Politics
"U.S. House Republican Leader Kevin McCarthy said Thursday he does not expect agreement on a fresh coronavirus relief package before Election Day on Nov. 3 as long as House Speaker Nancy Pelosi is involved in negotiations, saying she is the ""one stumbling block"" to a deal getting done.",Politics
"U.S. Senate Majority Leader Mitch McConnell rejected the idea of a coronavirus relief package exceeding $1.8 trillion on Thursday, calling his plan for a smaller $500 billion bill an appropriate response to the COVID-19 pandemic.",Politics
"Democratic U.S. presidential candidate Joe Biden flew on an airplane with a person who subsequently tested positive for COVID-19 but Biden was not in close contact with the person and there is no need for him to quarantine, his campaign said on Thursday.",Politics
Democrats hoping to capture the U.S. presidency and the Senate have seen a wave of cash from small donors come their way in the final months before the Nov. 3 election.,Politics
"Democratic U.S. presidential nominee Joe Biden would raise $2.4 trillion in new federal government revenue over the next decade, largely from tax hikes on corporations and the highest-income households, according to an analysis released on Thursday.",Politics
"A Texas judge on Thursday lifted an order by Republican Governor Greg Abbott that limited counties to a single drop-off location for absentee ballots in the Nov. 3 presidential election, siding with Democrats who have denounced the limit as voter suppression.",Politics
The candidate running against U.S. Vice President Mike Pence's brother for a congressional seat in Indiana said on Thursday that people had made repeated threats and attempted to intimidate her and her campaign staff.,Politics
"U.S. Senate Majority Leader Mitch McConnell said on Thursday that if a fresh COVID-19 relief package is not passed before the Nov. 3 election, it will be passed afterwards.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"U.S. Senate Majority Leader Mitch McConnell said on Thursday it was ""absolutely reprehensible"" that social media platforms had blocked stories from the New York Post that made claims about Democratic presidential candidate Joe Biden's son.",Politics
"Environmental groups and Democrats on Thursday criticized President Donald Trump's Supreme Court nominee Amy Coney Barrett for dodging questions during her Senate confirmation hearing about climate change, while Republicans rallied to her defense.",Politics
"Ray McGuire, one of the senior-most Black executives on Wall Street, is leaving his job at Citigroup Inc to run for mayor of New York in 2021, his spokeswoman said on Thursday.",Politics
"U.S. Democratic presidential nominee Joe Biden tested negative for COVID-19 on Wednesday night, his campaign said in a regular update.",Politics
"Joe Biden supporter Cindy Kalogeropoulos took no chances when her absentee ballot arrived on Sept. 29. The Michigan retiree filled it out, drove 7 miles to the nearest drop box and hung around to make sure election officials picked it up - all within 48 hours of receiving it.",Politics
"U.S. President Donald Trump said on Thursday he would agree to go higher than the $1.8 trillion that the White House has offered in coronavirus stimulus funding to strike a deal with House Democrats, who are seeking $2.2 trillion.",Politics
"The U.S. Senate Judiciary Committee voted along party lines on Thursday to hold the committee vote on President Donald Trump's Supreme Court nominee, Amy Coney Barrett, on Oct. 22.",Politics
"U.S. Treasury Secretary Steven Mnuchin will keep trying to reach a deal on coronavirus relief with House Speaker Nancy Pelosi before the Nov. 3 election, he said on Thursday, adding that disagreements over a national strategy to test people for the deadly COVID-19 disease will not tank negotiations.",Politics
-Democratic leaders urge Joe Biden supporters to vote early and in huge numbers amid concerns that nothing short of a decisive win for the Democratic candidate will stave off a move by President Donald Trump to contest the result of the Nov. 3 election.,Politics
"The 2020 U.S. presidential election could be the most closely contested in recent memory due to a deeply divided electorate and the possibility that President Donald Trump will challenge widely used mail-in ballots, claiming without evidence they are fraudulent.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"California Republican Party leaders, egged on by President Donald Trump, vowed on Wednesday to keep collecting ballots that voters deliver to party-furnished drop boxes in churches, gun shops and campaign offices, a practice they defended as perfectly legal.",Politics
"A federal judge on Wednesday ruled that absentee ballots in the presidential battleground state of North Carolina must have a witness signature, a boost for Republican groups seeking to enforce stricter rules on mail-in voting.",Politics
"Under siege over his handling of the novel coronavirus pandemic, President Donald Trump on Wednesday cited what he said was his son's mild bout of the virus as a reason why American schools should reopen as soon as possible.",Politics
"President Donald Trump's 14-year-old son, Barron, tested positive for COVID-19 but exhibited no symptoms after both of his parents contracted the virus, first lady Melania Trump said on Wednesday.",Politics
"Facebook and Twitter cast doubt on a New York Post story that made claims about Democratic presidential candidate Joe Biden's son, taking proactive steps to restrict dissemination of the story in the hours after it was published on Wednesday.",Politics
"Democrat Joe Biden and his party raised a record-shattering $383 million in September for his presidential bid, likely bolstering his financial advantage over President Donald Trump ahead of the Nov. 3 election.",Politics
"-With less than three weeks to go until the U.S. election, and amid record early and mail-in voting, President Donald Trump heads to Iowa as he tries to make up for lost time on the campaign trail after being sidelined with coronavirus.",Politics
"Two weeks after the coronavirus spread through the White House, staffers have begun trickling back to the West Wing, saying they only had mild symptoms and again spurning the use of masks despite criticism that they have been careless about the outbreak.",Politics
"The U.S. Justice Department has ended its probe into whether Obama administration officials improperly ""unmasked"" associates of President Donald Trump mentioned in intelligence reports, two congressional sources said on Wednesday.",Politics
"President Donald Trump's Supreme Court nominee, Amy Coney Barrett, said on Wednesday it was an ""open question"" whether Trump could pardon himself and added that the top U.S. judicial body ""can't control"" whether a president obeys its decisions.",Politics
"Stanford University economists estimate that President Donald Trump's campaign rallies have resulted in 30,000 additional confirmed cases of COVID-19, and likely led to more than 700 deaths overall, according to a paper posted online this weekend. Lisa Bernhard produced this report.",Politics
"U.S. Treasury Secretary Steve Mnuchin said he and House of Representatives Speaker Nancy Pelosi were ""far apart"" on another coronavirus economic relief package, and that a deal would be hard to reach before the Nov. 3 elections, but he would keep trying.",Politics
"President Donald Trump pulled into a statistical tie with Democratic rival Joe Biden in Florida, one of the election's most important battlegrounds, but Biden's lead appeared to widen in Arizona, Reuters/Ipsos opinion polls showed on Wednesday.",Politics
U.S. Treasury Secretary Steve Mnuchin said on Wednesday that President Donald Trump had told him to keep negotiating with Democrats to try to get a fresh coronavirus relief package.,Politics
"U.S. President Donald Trump is no longer capable of spreading the novel coronavirus and can attend a town hall on Thursday without putting others at risk, top U.S. public health official Anthony Fauci said in an interview with CBS Evening News.",Politics
